N,P,K,temperature,humidity,ph,rainfall,NPK_sum,N_to_P_ratio,temp_humidity_interaction,label
100.2,43.8,46.6,24.01,65.19,6.41,93.6,190.6,2.2877,15.6521,maize
84.7,22.0,46.5,24.98,62.19,6.97,172.5,153.2,3.85,15.5351,maize
99.7,50.0,30.8,26.77,77.51,6.58,125.9,180.5,1.994,20.7494,maize
81.3,52.4,46.6,20.96,58.45,6.29,137.2,180.3,1.5515,12.2511,maize
87.4,52.0,52.3,24.26,77.26,6.69,179.8,191.7,1.6808,18.7433,maize
90.7,60.4,31.0,21.22,69.0,6.06,101.4,182.1,1.5017,14.6418,maize
74.0,37.3,32.7,24.77,53.81,6.77,98.1,144.0,1.9839,13.3287,maize
101.9,54.8,48.1,21.31,67.94,6.66,122.5,204.8,1.8595,14.478,maize
81.8,59.9,42.2,22.78,48.2,6.38,171.2,183.9,1.3656,10.98,maize
86.3,30.2,44.4,21.01,70.0,6.16,94.4,160.9,2.8576,14.707,maize
74.1,51.2,42.7,25.95,72.08,6.15,55.0,168.0,1.4473,18.7048,maize
49.0,43.0,43.1,26.58,60.26,6.71,126.5,135.1,1.1395,16.0171,maize
86.9,47.2,29.4,23.3,65.99,6.99,156.6,163.5,1.8411,15.3757,maize
128.6,51.5,48.4,24.11,80.63,6.25,176.0,228.5,2.4971,19.4399,maize
102.6,43.1,49.4,19.65,60.95,6.68,126.1,195.1,2.3805,11.9767,maize
89.7,41.2,38.2,23.1,56.53,5.67,127.7,169.1,2.1772,13.0584,maize
85.8,48.3,39.7,23.85,76.85,6.27,174.6,173.8,1.7764,18.3287,maize
90.4,37.1,27.8,31.86,80.7,6.49,83.9,155.3,2.4367,25.711,maize
98.8,37.1,44.1,20.66,65.03,6.14,128.3,180.0,2.6631,13.4352,maize
71.1,54.8,44.6,28.39,73.09,6.13,145.7,170.5,1.2974,20.7503,maize
107.8,36.5,39.5,26.99,75.73,6.23,153.5,183.8,2.9534,20.4395,maize
101.4,54.7,49.0,24.84,59.06,6.62,124.7,205.1,1.8537,14.6705,maize
101.5,52.6,37.3,29.28,61.12,6.43,141.0,191.4,1.9297,17.8959,maize
97.0,30.7,44.5,25.12,74.85,5.6,65.4,172.2,3.1596,18.8023,maize
90.3,41.2,31.8,25.17,78.48,5.65,120.3,163.3,2.1917,19.7534,maize
100.8,59.9,39.8,23.84,69.5,6.26,153.6,200.5,1.6828,16.5688,maize
99.5,38.2,38.6,27.67,57.96,6.68,110.5,176.3,2.6047,16.0375,maize
84.3,43.4,41.8,27.29,80.9,5.4,141.8,169.5,1.9424,22.0776,maize
80.8,52.6,37.0,22.12,60.75,6.3,153.4,170.4,1.5361,13.4379,maize
91.6,55.8,38.9,20.04,62.32,6.29,129.7,186.3,1.6416,12.4889,maize
114.8,45.5,46.6,23.39,67.74,7.06,145.1,206.9,2.5231,15.8444,maize
70.2,42.0,36.5,21.6,77.43,6.35,111.1,148.7,1.6714,16.7249,maize
66.5,62.2,27.1,23.81,71.83,6.65,133.8,155.8,1.0691,17.1027,maize
92.6,65.4,54.0,27.71,68.32,6.56,158.3,212.0,1.4159,18.9315,maize
90.8,57.8,51.1,22.63,68.71,5.65,144.7,199.7,1.5709,15.5491,maize
92.8,48.9,29.7,23.87,65.35,6.81,122.4,171.4,1.8978,15.599,maize
93.9,39.9,45.5,24.17,69.47,6.59,146.7,179.3,2.3534,16.7909,maize
86.4,39.7,36.0,26.55,44.76,6.7,161.4,162.1,2.1763,11.8838,maize
113.8,53.2,42.1,17.26,62.63,8.07,78.5,209.1,2.1391,10.8099,maize
64.4,52.2,42.4,22.18,66.93,5.67,174.8,159.0,1.2337,14.8451,maize
76.7,62.0,38.1,24.63,55.79,7.19,129.9,176.8,1.2371,13.7411,maize
88.3,54.5,33.7,27.6,68.09,6.39,152.8,176.5,1.6202,18.7928,maize
63.7,33.0,34.5,22.52,63.36,6.61,175.9,131.2,1.9303,14.2687,maize
87.2,58.5,32.7,18.37,79.04,6.48,98.8,178.4,1.4906,14.5196,maize
116.6,38.0,33.3,25.86,77.58,6.33,118.7,187.9,3.0684,20.0622,maize
90.3,44.2,39.5,22.09,61.27,6.27,131.3,174.0,2.043,13.5345,maize
93.7,50.5,34.3,20.43,63.79,6.63,116.5,178.5,1.8554,13.0323,maize
69.8,68.0,45.5,22.13,64.41,5.89,192.0,183.3,1.0265,14.2539,maize
80.1,79.1,51.9,23.45,61.39,6.8,114.3,211.1,1.0126,14.396,maize
84.0,54.1,35.4,22.19,66.56,6.33,123.3,173.5,1.5527,14.7697,maize
84.9,46.2,41.9,17.38,58.93,6.05,146.1,173.0,1.8377,10.242,maize
110.5,53.3,44.0,26.69,55.96,6.32,103.9,207.8,2.0732,14.9357,maize
98.9,56.9,43.8,27.82,69.98,7.0,128.1,199.6,1.7381,19.4684,maize
72.2,44.8,40.6,25.95,70.04,6.29,149.5,157.6,1.6116,18.1754,maize
93.9,66.0,45.9,20.59,58.57,6.64,130.0,205.8,1.4227,12.0596,maize
98.0,50.3,43.9,23.4,72.16,6.21,137.2,192.2,1.9483,16.8854,maize
108.2,53.0,30.1,23.98,59.95,6.8,124.1,191.3,2.0415,14.376,maize
115.3,54.7,47.0,25.8,67.03,6.77,94.6,217.0,2.1079,17.2937,maize
73.8,52.2,47.1,26.01,71.56,7.24,149.6,173.1,1.4138,18.6128,maize
77.0,56.4,33.9,21.8,64.73,6.43,192.6,167.3,1.3652,14.1111,maize
69.9,41.8,40.3,24.25,68.64,6.77,140.6,152.0,1.6722,16.6452,maize
86.3,42.4,45.5,25.37,60.87,6.54,146.8,174.2,2.0354,15.4427,maize
97.5,37.0,38.3,28.37,63.43,7.02,160.8,172.8,2.6351,17.9951,maize
105.8,52.4,48.6,26.11,63.35,6.21,101.9,206.8,2.0191,16.5407,maize
88.8,55.8,58.9,26.37,59.03,6.8,191.1,203.5,1.5914,15.5662,maize
84.9,52.6,33.7,24.25,63.59,6.42,146.1,171.2,1.6141,15.4206,maize
92.4,64.7,29.0,28.23,52.61,6.47,189.0,186.1,1.4281,14.8518,maize
76.6,47.9,42.4,25.23,61.07,6.54,118.0,166.9,1.5992,15.408,maize
123.4,54.7,45.8,21.42,62.72,6.6,194.5,223.9,2.2559,13.4346,maize
64.3,37.1,38.2,28.21,62.95,6.45,163.3,139.6,1.7332,17.7582,maize
93.0,44.1,51.6,26.09,63.07,6.59,156.6,188.7,2.1088,16.455,maize
122.4,55.0,29.3,22.67,64.51,7.13,147.0,206.7,2.2255,14.6244,maize
90.1,56.5,45.5,22.56,68.84,6.89,132.5,192.1,1.5947,15.5303,maize
87.0,45.1,35.2,24.89,72.0,6.85,176.0,167.3,1.929,17.9208,maize
84.3,47.3,53.8,25.39,59.8,6.32,144.2,185.4,1.7822,15.1832,maize
87.1,32.8,55.9,24.59,55.37,6.14,81.0,175.8,2.6555,13.6155,maize
112.0,44.4,33.9,24.93,56.66,6.88,106.5,190.3,2.5225,14.1253,maize
54.6,56.9,35.6,29.1,61.1,6.85,134.4,147.1,0.9596,17.7801,maize
114.5,53.8,46.9,27.21,62.18,7.09,149.3,215.2,2.1283,16.9192,maize
67.2,53.0,36.9,24.57,58.84,6.26,138.3,157.1,1.2679,14.457,maize
85.7,48.5,39.6,26.82,54.63,6.41,176.6,173.8,1.767,14.6518,maize
83.1,48.1,40.2,20.9,61.35,5.84,81.5,171.4,1.7277,12.8221,maize
99.4,41.4,24.6,25.19,66.45,6.34,144.3,165.4,2.401,16.7388,maize
64.4,55.0,39.9,29.43,69.76,6.9,85.5,159.3,1.1709,20.5304,maize
97.4,52.2,34.5,23.35,60.54,6.31,162.8,184.1,1.8659,14.1361,maize
122.4,52.9,36.1,21.46,61.7,6.76,137.2,211.4,2.3138,13.2408,maize
68.2,42.7,51.5,22.04,57.59,6.42,152.6,162.4,1.5972,12.6928,maize
93.0,26.5,29.9,20.73,64.75,6.63,114.1,149.4,3.5094,13.4227,maize
79.4,59.0,46.5,21.65,58.21,6.04,178.4,184.9,1.3458,12.6025,maize
96.8,43.2,37.8,22.89,69.59,6.53,171.3,177.8,2.2407,15.9292,maize
90.3,39.4,37.8,19.78,50.71,5.3,157.5,167.5,2.2919,10.0304,maize
79.7,54.9,46.3,24.05,62.12,6.43,136.1,180.9,1.4517,14.9399,maize
97.8,44.1,42.7,26.71,67.41,5.85,157.4,184.6,2.2177,18.0052,maize
118.9,58.6,44.6,21.28,66.47,6.98,118.8,222.1,2.029,14.1448,maize
86.9,54.2,47.7,28.56,86.54,6.81,165.7,188.8,1.6033,24.7158,maize
101.5,54.8,37.3,25.53,67.8,6.69,189.5,193.6,1.8522,17.3093,maize
69.3,34.3,35.1,27.09,56.97,7.11,172.1,138.7,2.0204,15.4332,maize
74.7,60.1,31.3,22.03,64.24,6.12,118.1,166.1,1.2429,14.1521,maize
97.6,50.6,33.4,26.56,50.79,7.2,150.8,181.6,1.9289,13.4898,maize
113.7,44.3,63.6,20.72,64.36,6.87,101.2,221.6,2.5666,13.3354,maize
95.7,49.4,50.0,26.67,58.34,6.41,157.2,195.1,1.9372,15.5593,maize
85.0,30.2,29.2,24.52,72.32,6.95,153.5,144.4,2.8146,17.7329,maize
90.0,52.1,29.4,25.66,60.6,6.06,83.9,171.5,1.7274,15.55,maize
70.0,37.7,43.9,20.47,64.07,6.17,105.1,151.6,1.8568,13.1151,maize
99.7,34.5,44.4,21.31,59.92,6.26,131.5,178.6,2.8899,12.769,maize
104.1,32.8,44.4,25.79,78.91,6.29,131.0,181.3,3.1738,20.3509,maize
82.8,59.1,38.0,21.15,62.43,6.08,103.7,179.9,1.401,13.2039,maize
82.5,41.7,39.0,25.39,79.66,6.99,151.7,163.2,1.9784,20.2257,maize
94.3,63.3,42.6,19.9,71.51,6.4,147.5,200.2,1.4897,14.2305,maize
83.0,42.6,40.7,26.54,68.86,6.64,134.2,166.3,1.9484,18.2754,maize
88.9,30.9,22.2,20.3,67.95,6.27,117.3,142.0,2.877,13.7939,maize
123.6,36.8,38.2,25.66,68.15,5.77,171.5,198.6,3.3587,17.4873,maize
86.0,60.4,33.2,25.88,49.58,6.61,189.7,179.6,1.4238,12.8313,maize
84.3,46.4,41.4,21.91,62.77,5.74,125.5,172.1,1.8168,13.7529,maize
79.6,42.5,63.9,25.75,71.76,6.47,121.6,186.0,1.8729,18.4782,maize
101.9,49.6,42.9,24.78,64.61,5.95,154.7,194.4,2.0544,16.0104,maize
87.1,53.0,37.5,22.38,53.76,7.29,129.3,177.6,1.6434,12.0315,maize
79.6,59.2,47.4,20.97,64.58,6.86,135.8,186.2,1.3446,13.5424,maize
111.1,62.5,43.9,18.11,78.63,6.54,162.2,217.5,1.7776,14.2399,maize
112.7,44.4,43.4,25.05,74.98,7.01,82.7,200.5,2.5383,18.7825,maize
80.4,34.7,44.9,19.31,64.5,6.16,179.5,160.0,2.317,12.4549,maize
60.1,43.9,56.5,24.29,72.61,6.72,142.2,160.5,1.369,17.637,maize
106.1,50.6,31.0,23.21,62.07,6.58,127.7,187.7,2.0968,14.4064,maize
79.0,38.4,43.8,26.04,51.37,6.61,137.3,161.2,2.0573,13.3767,maize
102.7,38.4,32.6,23.09,57.6,7.01,138.9,173.7,2.6745,13.2998,maize
58.5,51.4,44.4,23.01,77.5,6.79,88.1,154.3,1.1381,17.8328,maize
104.3,47.5,32.7,26.2,62.81,6.62,184.8,184.5,2.1958,16.4562,maize
70.6,48.3,36.7,25.01,63.05,5.84,141.2,155.6,1.4617,15.7688,maize
101.7,40.4,37.6,24.95,62.6,6.12,153.3,179.7,2.5173,15.6187,maize
90.2,45.7,47.8,25.41,80.23,6.45,168.5,183.7,1.9737,20.3864,maize
74.7,38.8,47.3,19.39,78.01,6.54,109.4,160.8,1.9253,15.1261,maize
83.5,56.9,30.0,26.27,82.75,6.05,154.2,170.4,1.4675,21.7384,maize
101.0,58.4,40.4,25.84,63.73,7.46,132.0,199.8,1.7295,16.4678,maize
91.7,29.5,34.3,20.95,67.36,7.11,165.4,155.5,3.1085,14.1119,maize
99.4,38.7,29.9,23.27,52.87,6.74,76.2,168.0,2.5685,12.3028,maize
121.6,33.0,38.3,23.88,76.82,6.53,137.0,192.9,3.6848,18.3446,maize
65.0,41.5,37.5,23.6,55.66,6.42,121.9,144.0,1.5663,13.1358,maize
115.9,47.2,59.4,25.0,66.73,6.12,153.0,222.5,2.4555,16.6825,maize
91.7,33.5,43.5,28.29,56.22,6.53,154.1,168.7,2.7373,15.9046,maize
75.6,38.8,29.0,27.25,60.29,6.6,118.8,143.4,1.9485,16.429,maize
68.7,38.0,35.5,20.06,58.3,6.0,118.6,142.2,1.8079,11.695,maize
87.0,50.1,48.2,25.87,60.14,6.63,136.7,185.3,1.7365,15.5582,maize
104.7,48.7,56.7,27.99,60.69,6.44,113.1,210.1,2.1499,16.9871,maize
70.1,37.7,26.2,25.12,49.14,6.52,91.5,134.0,1.8594,12.344,sorghum
55.6,27.5,20.0,25.48,58.29,6.73,114.5,103.1,2.0218,14.8523,sorghum
25.1,36.7,29.0,35.17,67.53,7.63,121.5,90.8,0.6839,23.7503,sorghum
55.5,26.8,25.5,28.0,50.52,6.33,114.9,107.8,2.0709,14.1456,sorghum
47.5,43.8,6.6,30.74,48.08,7.61,84.5,97.9,1.0845,14.7798,sorghum
40.4,43.5,46.4,25.23,35.31,6.64,115.2,130.3,0.9287,8.9087,sorghum
45.2,39.3,38.7,25.27,56.03,7.46,146.6,123.2,1.1501,14.1588,sorghum
61.3,37.9,27.0,31.79,75.42,6.1,121.2,126.2,1.6174,23.976,sorghum
75.9,49.1,30.2,23.28,57.77,7.09,134.0,155.2,1.5458,13.4489,sorghum
63.8,35.0,20.6,26.55,54.78,6.43,104.1,119.4,1.8229,14.5441,sorghum
52.7,25.5,43.6,28.12,58.22,6.09,128.7,121.8,2.0667,16.3715,sorghum
65.5,38.6,45.2,28.39,54.89,6.91,117.0,149.3,1.6969,15.5833,sorghum
54.5,51.7,31.3,27.37,46.87,7.3,86.2,137.5,1.0542,12.8283,sorghum
51.7,26.9,38.2,29.39,63.23,6.38,118.0,116.8,1.9219,18.5833,sorghum
46.1,32.1,31.4,30.42,57.26,6.05,85.2,109.6,1.4361,17.4185,sorghum
39.0,38.3,19.3,30.57,55.18,6.75,94.2,96.6,1.0183,16.8685,sorghum
55.3,34.6,26.7,24.55,45.25,6.76,114.7,116.6,1.5983,11.1089,sorghum
61.9,27.1,31.1,27.01,68.04,7.07,117.4,120.1,2.2841,18.3776,sorghum
58.8,44.0,26.4,32.18,61.65,7.27,80.3,129.2,1.3364,19.839,sorghum
55.0,53.6,28.3,31.13,49.47,6.77,136.3,136.9,1.0261,15.4,sorghum
48.7,36.6,29.3,23.19,65.02,7.73,124.3,114.6,1.3306,15.0781,sorghum
67.3,27.8,29.4,29.23,50.02,6.91,92.4,124.5,2.4209,14.6208,sorghum
44.2,22.6,30.4,21.08,47.18,6.63,71.6,97.2,1.9558,9.9455,sorghum
69.3,37.1,21.5,28.16,47.4,5.99,106.4,127.9,1.8679,13.3478,sorghum
48.0,43.8,24.3,34.64,37.29,6.67,98.9,116.1,1.0959,12.9173,sorghum
51.0,38.8,19.7,24.68,59.72,6.63,112.8,109.5,1.3144,14.7389,sorghum
42.4,35.0,37.8,25.08,36.69,7.28,100.9,115.2,1.2114,9.2019,sorghum
54.0,30.3,13.2,30.67,42.72,7.03,59.8,97.5,1.7822,13.1022,sorghum
71.7,26.3,39.2,22.6,34.24,6.21,100.3,137.2,2.7262,7.7382,sorghum
66.2,41.7,41.1,25.79,54.14,6.89,102.4,149.0,1.5875,13.9627,sorghum
71.7,42.3,27.6,30.09,53.5,7.14,125.8,141.6,1.695,16.0982,sorghum
66.3,22.6,9.2,25.78,51.73,7.56,92.5,98.1,2.9336,13.336,sorghum
46.8,47.7,27.1,27.17,44.57,7.24,152.0,121.6,0.9811,12.1097,sorghum
56.0,39.6,29.5,30.6,43.28,7.18,62.2,125.1,1.4141,13.2437,sorghum
50.6,46.2,21.9,29.48,59.64,6.83,142.8,118.7,1.0952,17.5819,sorghum
76.0,24.3,25.9,28.93,49.49,6.99,104.4,126.2,3.1276,14.3175,sorghum
45.6,24.1,42.2,26.81,58.16,7.42,131.5,111.9,1.8921,15.5927,sorghum
70.7,33.8,35.3,29.3,46.15,6.13,112.0,139.8,2.0917,13.5219,sorghum
70.7,39.0,22.6,27.57,56.81,6.63,138.5,132.3,1.8128,15.6625,sorghum
82.0,49.4,17.2,29.6,68.03,6.41,100.3,148.6,1.6599,20.1369,sorghum
55.1,40.6,27.4,26.26,60.86,6.99,82.5,123.1,1.3571,15.9818,sorghum
68.5,33.1,28.3,27.36,50.88,7.42,145.5,129.9,2.0695,13.9208,sorghum
87.4,26.8,34.0,24.54,57.57,6.5,107.2,148.2,3.2612,14.1277,sorghum
52.6,44.8,25.7,27.88,52.59,5.6,115.5,123.1,1.1741,14.6621,sorghum
41.6,27.3,34.1,25.16,55.08,6.59,140.9,103.0,1.5238,13.8581,sorghum
37.4,48.0,45.5,24.1,51.74,7.26,84.2,130.9,0.7792,12.4693,sorghum
68.6,32.7,36.5,28.91,53.36,7.07,124.9,137.8,2.0979,15.4264,sorghum
37.4,47.7,29.6,28.74,57.12,7.01,95.3,114.7,0.7841,16.4163,sorghum
55.5,40.4,28.5,30.74,45.07,6.66,106.7,124.4,1.3738,13.8545,sorghum
65.2,33.9,27.1,26.49,44.84,6.16,111.8,126.2,1.9233,11.8781,sorghum
62.2,30.8,39.4,29.43,41.11,7.06,72.5,132.4,2.0195,12.0987,sorghum
65.1,32.3,25.0,29.93,39.0,6.38,90.5,122.4,2.0155,11.6727,sorghum
62.7,38.4,30.4,29.56,42.83,7.89,143.8,131.5,1.6328,12.6605,sorghum
75.3,35.6,30.4,25.11,56.59,7.09,132.2,141.3,2.1152,14.2097,sorghum
48.6,30.2,26.0,28.52,46.07,6.51,108.4,104.8,1.6093,13.1392,sorghum
51.9,33.7,19.0,29.27,60.14,6.49,116.1,104.6,1.5401,17.603,sorghum
50.7,35.6,32.6,28.03,55.35,6.75,102.6,118.9,1.4242,15.5146,sorghum
70.0,18.0,29.5,20.7,35.31,6.68,143.9,117.5,3.8889,7.3092,sorghum
70.8,38.7,34.0,28.56,61.55,7.36,105.0,143.5,1.8295,17.5787,sorghum
65.4,27.2,25.7,35.74,63.11,6.89,115.8,118.3,2.4044,22.5555,sorghum
74.2,25.8,39.8,26.74,45.06,6.43,138.7,139.8,2.876,12.049,sorghum
45.9,21.5,23.0,25.45,59.2,7.75,90.6,90.4,2.1349,15.0664,sorghum
80.0,20.6,43.7,29.31,46.44,6.82,149.0,144.3,3.8835,13.6116,sorghum
78.3,24.2,16.0,29.09,55.98,7.18,71.7,118.5,3.2355,16.2846,sorghum
68.8,29.3,33.5,32.17,42.36,6.5,150.7,131.6,2.3481,13.6272,sorghum
81.4,50.6,33.8,23.6,37.07,6.98,100.7,165.8,1.6087,8.7485,sorghum
40.1,30.8,23.6,30.56,51.17,6.96,103.9,94.5,1.3019,15.6376,sorghum
53.7,36.4,33.4,30.07,53.76,5.86,62.7,123.5,1.4753,16.1656,sorghum
51.2,38.2,40.2,27.5,51.02,7.81,98.6,129.6,1.3403,14.0305,sorghum
68.7,36.0,12.3,29.19,43.16,7.45,84.0,117.0,1.9083,12.5984,sorghum
47.4,34.4,34.0,31.6,51.0,6.6,94.8,115.8,1.3779,16.116,sorghum
69.1,25.4,10.1,31.05,57.69,6.25,106.6,104.6,2.7205,17.9127,sorghum
76.4,46.6,22.3,24.0,54.55,6.97,133.9,145.3,1.6395,13.092,sorghum
68.3,49.5,43.0,30.87,56.83,6.84,115.2,160.8,1.3798,17.5434,sorghum
63.4,21.5,25.3,27.77,48.3,6.98,117.7,110.2,2.9488,13.4129,sorghum
48.1,26.8,20.6,28.26,66.72,6.9,82.6,95.5,1.7948,18.8551,sorghum
49.8,32.8,28.4,28.26,43.24,7.05,88.0,111.0,1.5183,12.2196,sorghum
75.0,27.3,46.5,27.47,59.88,7.52,155.0,148.8,2.7473,16.449,sorghum
69.4,39.0,15.3,32.17,66.82,7.08,91.6,123.7,1.7795,21.496,sorghum
59.5,29.2,21.6,27.71,59.81,6.28,151.4,110.3,2.0377,16.5734,sorghum
55.0,52.3,42.0,24.08,52.97,7.48,103.9,149.3,1.0516,12.7552,sorghum
35.7,44.5,44.9,26.62,49.72,7.62,110.1,125.1,0.8022,13.2355,sorghum
47.1,36.7,29.2,28.63,65.36,8.38,136.8,113.0,1.2834,18.7126,sorghum
82.9,43.2,20.1,32.3,40.77,6.24,141.8,146.2,1.919,13.1687,sorghum
44.6,43.8,46.8,30.11,45.3,6.92,107.2,135.2,1.0183,13.6398,sorghum
62.3,30.5,42.8,25.02,51.02,5.76,100.3,135.6,2.0426,12.7652,sorghum
72.1,28.5,35.4,36.7,67.38,7.08,108.6,136.0,2.5298,24.7285,sorghum
44.9,35.6,23.5,28.93,58.8,6.53,118.4,104.0,1.2612,17.0108,sorghum
62.2,41.9,29.6,32.46,45.32,7.76,132.3,133.7,1.4845,14.7109,sorghum
71.3,36.1,28.7,27.47,51.9,6.41,110.1,136.1,1.9751,14.2569,sorghum
60.1,22.4,32.6,29.87,48.86,5.96,125.5,115.1,2.683,14.5945,sorghum
94.4,28.6,41.6,30.94,47.9,6.56,151.0,164.6,3.3007,14.8203,sorghum
40.0,34.4,37.0,32.26,64.79,5.81,119.5,111.4,1.1628,20.9013,sorghum
72.7,34.4,21.4,31.7,41.28,7.18,117.8,128.5,2.1134,13.0858,sorghum
57.9,50.8,41.0,31.05,71.09,5.77,72.0,149.7,1.1398,22.0734,sorghum
69.3,23.9,32.5,26.9,63.28,6.81,44.2,125.7,2.8996,17.0223,sorghum
65.3,39.0,35.5,26.0,65.91,5.76,119.7,139.8,1.6744,17.1366,sorghum
51.2,46.9,41.7,29.16,50.37,6.64,107.6,139.8,1.0917,14.6879,sorghum
62.7,53.2,21.1,31.27,53.5,7.62,97.1,137.0,1.1786,16.7294,sorghum
37.7,31.8,29.7,27.22,40.67,6.98,116.1,99.2,1.1855,11.0704,sorghum
67.2,38.9,25.7,31.73,49.75,6.37,108.5,131.8,1.7275,15.7857,sorghum
63.6,39.6,17.5,33.08,59.94,6.78,138.2,120.7,1.6061,19.8282,sorghum
67.7,36.6,32.8,24.79,67.96,6.81,112.2,137.1,1.8497,16.8473,sorghum
72.7,34.2,50.1,25.07,43.93,7.04,91.3,157.0,2.1257,11.0133,sorghum
64.4,38.5,15.3,27.51,51.34,6.12,134.8,118.2,1.6727,14.1236,sorghum
61.8,14.7,29.7,29.08,53.49,7.1,104.6,106.2,4.2041,15.5549,sorghum
49.4,40.5,35.1,26.16,41.04,5.45,123.2,125.0,1.2198,10.7361,sorghum
51.5,36.0,31.0,32.73,60.91,6.49,98.1,118.5,1.4306,19.9358,sorghum
74.2,33.2,29.1,29.48,47.76,6.56,93.8,136.5,2.2349,14.0796,sorghum
77.2,51.4,19.6,28.14,53.05,7.12,112.1,148.2,1.5019,14.9283,sorghum
57.1,29.6,31.9,22.97,50.48,6.81,110.3,118.6,1.9291,11.5953,sorghum
60.6,31.8,23.9,23.39,47.11,6.1,122.0,116.3,1.9057,11.019,sorghum
49.1,50.9,12.5,28.98,54.93,6.31,103.3,112.5,0.9646,15.9187,sorghum
74.1,28.3,39.6,20.54,52.84,6.9,64.1,142.0,2.6184,10.8533,sorghum
68.0,30.6,37.7,31.54,51.28,6.76,99.2,136.3,2.2222,16.1737,sorghum
83.3,33.8,30.4,27.45,47.72,6.51,129.8,147.5,2.4645,13.0991,sorghum
49.5,41.7,31.8,39.35,58.2,6.56,102.6,123.0,1.1871,22.9017,sorghum
55.5,36.7,38.6,36.08,71.54,7.15,103.8,130.8,1.5123,25.8116,sorghum
62.8,24.7,31.8,27.36,56.4,6.54,134.7,119.3,2.5425,15.431,sorghum
67.8,30.7,37.2,27.63,64.96,6.76,92.2,135.7,2.2085,17.9484,sorghum
57.4,30.1,27.6,31.48,41.1,7.88,71.4,115.1,1.907,12.9383,sorghum
49.5,34.4,40.5,33.96,56.58,6.09,106.0,124.4,1.439,19.2146,sorghum
70.6,38.4,32.6,22.27,44.03,5.87,97.9,141.6,1.8385,9.8055,sorghum
68.7,38.3,31.6,21.75,40.23,7.19,85.8,138.6,1.7937,8.75,sorghum
49.0,20.8,19.8,25.82,47.61,6.46,105.6,89.6,2.3558,12.2929,sorghum
76.3,43.5,32.3,30.04,66.92,6.64,122.3,152.1,1.754,20.1028,sorghum
74.0,37.0,23.3,29.74,64.5,6.41,109.8,134.3,2.0,19.1823,sorghum
61.6,46.1,24.9,31.74,57.43,6.67,117.7,132.6,1.3362,18.2283,sorghum
61.0,38.6,23.5,23.8,39.67,7.6,155.3,123.1,1.5803,9.4415,sorghum
66.6,43.8,21.5,19.89,53.04,7.2,101.4,131.9,1.5205,10.5497,sorghum
49.7,38.7,47.0,31.0,58.02,7.23,117.0,135.4,1.2842,17.9862,sorghum
60.4,45.8,40.7,25.1,56.76,6.09,97.3,146.9,1.3188,14.2468,sorghum
34.2,39.2,45.4,20.94,36.56,6.22,88.8,118.8,0.8724,7.6557,sorghum
70.5,34.2,20.2,28.51,46.1,5.38,95.4,124.9,2.0614,13.1431,sorghum
41.3,53.2,30.6,30.78,54.36,6.4,98.0,125.1,0.7763,16.732,sorghum
78.0,42.1,19.7,27.57,60.36,7.28,119.0,139.8,1.8527,16.6413,sorghum
56.0,39.6,24.4,26.4,33.04,7.06,168.7,120.0,1.4141,8.7226,sorghum
57.5,24.8,22.7,27.44,53.38,6.69,92.1,105.0,2.3185,14.6475,sorghum
52.5,24.7,39.9,26.7,56.43,6.79,99.6,117.1,2.1255,15.0668,sorghum
56.5,37.3,26.8,23.28,63.5,6.46,108.4,120.6,1.5147,14.7828,sorghum
77.0,36.2,38.5,25.5,61.93,6.9,119.9,151.7,2.1271,15.7921,sorghum
30.1,30.1,34.8,29.82,60.83,7.18,116.6,95.0,1.0,18.1395,sorghum
75.3,36.1,48.4,29.13,47.0,5.99,142.1,159.8,2.0859,13.6911,sorghum
64.1,47.7,18.2,28.59,35.92,6.95,49.3,130.0,1.3438,10.2695,sorghum
45.5,40.6,40.1,24.52,51.07,7.27,50.3,126.2,1.1207,12.5224,sorghum
47.1,25.9,39.2,27.36,65.02,6.59,97.6,112.2,1.8185,17.7895,sorghum
80.1,34.1,22.2,20.38,68.93,7.15,137.4,136.4,2.349,14.0479,sorghum
48.7,28.6,38.1,28.62,62.11,8.21,70.9,115.4,1.7028,17.7759,sorghum
46.2,31.9,32.7,33.0,59.29,6.75,34.8,110.8,1.4483,19.5657,sorghum
73.6,31.7,28.2,22.84,58.8,7.0,124.3,133.5,2.3218,13.4299,sorghum
52.9,12.8,19.2,29.01,50.07,7.34,105.6,84.9,4.1328,14.5253,pearl_millet
36.9,25.3,16.9,32.51,44.43,7.95,95.0,79.1,1.4585,14.4442,pearl_millet
38.2,23.5,15.5,30.18,31.05,7.67,90.0,77.2,1.6255,9.3709,pearl_millet
38.4,15.0,27.5,32.49,37.92,7.78,86.6,80.9,2.56,12.3202,pearl_millet
51.3,27.4,23.7,32.81,42.37,7.4,93.0,102.4,1.8723,13.9016,pearl_millet
42.5,29.3,27.3,38.62,29.04,6.37,89.0,99.1,1.4505,11.2152,pearl_millet
55.9,26.4,29.1,28.74,37.61,7.08,64.4,111.4,2.1174,10.8091,pearl_millet
15.7,23.1,26.6,26.24,51.52,7.84,85.9,65.4,0.6797,13.5188,pearl_millet
39.7,28.5,28.9,30.98,59.27,7.17,63.5,97.1,1.393,18.3618,pearl_millet
36.5,29.1,24.6,26.79,40.81,7.5,86.6,90.2,1.2543,10.933,pearl_millet
